Site ID,Energy Consumption (kWh),Date
CCC0611,749.25,2019-11-04
CCC0611,628.86,2019-11-05
CCC0611,612.34,2019-11-06
CCC0611,672.57,2019-11-07
CCC0611,677.77,2019-11-08
CCC0611,310.61,2019-11-09
CCC0611,246.94,2019-11-10
CCC0611,706.06,2019-11-11
CCC0611,686.68,2019-11-12
CCC0611,718,2019-11-13
CCC0611,672.01,2019-11-14
CCC0611,677.7,2019-11-15
CCC0611,298.69,2019-11-16
CCC0611,229.24,2019-11-17
CCC0611,590.71,2019-11-18
CCC0611,602.6,2019-11-19
CCC0611,626.95,2019-11-20
CCC0611,596.44,2019-11-21
CCC0611,687.63,2019-11-22
CCC0611,361.49,2019-11-23
CCC0611,242.8,2019-11-24
CCC0611,628.12,2019-11-25
CCC0611,604.48,2019-11-26
CCC0611,657.41,2019-11-27
CCC0611,246.91,2019-11-28
CCC0611,576.14,2019-11-29
CCC0611,281.01,2019-11-30
CCC0611,238.91,2019-12-01
CCC0611,628.16,2019-12-02
CCC0611,747.1,2019-12-03
CCC0611,639.75,2019-12-04
CCC0611,660.84,2019-12-05
CCC0611,681.54,2019-12-06
CCC0611,298.28,2019-12-07
CCC0611,226.34,2019-12-08
CCC0611,589.27,2019-12-09
CCC0611,633.6,2019-12-10
CCC0611,722.27,2019-12-11
CCC0611,719.89,2019-12-12
CCC0611,773.7,2019-12-13
CCC0611,285.98,2019-12-14
CCC0611,235.9,2019-12-15
CCC0611,677.98,2019-12-16
CCC0611,699.12,2019-12-17
CCC0611,745.3,2019-12-18
CCC0611,700.89,2019-12-19
CCC0611,688.65,2019-12-20
CCC0611,389.51,2019-12-21
CCC0611,294.51,2019-12-22
CCC0611,636.75,2019-12-23
CCC0611,536.73,2019-12-24
CCC0611,237.36,2019-12-25
CCC0611,577.98,2019-12-26
CCC0611,693.84,2019-12-27
CCC0611,249.62,2019-12-28
CCC0611,213.94,2019-12-29
CCC0611,602.32,2019-12-30
CCC0611,565.27,2019-12-31
CCC0611,234.47,2020-01-01
CCC0611,554.15,2020-01-02
CCC0611,717.37,2020-01-03
CCC0611,258.02,2020-01-04
CCC0611,227.43,2020-01-05
CCC0611,587.03,2020-01-06
CCC0611,597.76,2020-01-07
CCC0611,541.78,2020-01-08
CCC0611,640.21,2020-01-09
CCC0611,585.15,2020-01-10
CCC0611,240.12,2020-01-11
CCC0611,250.59,2020-01-12
CCC0611,577.07,2020-01-13
CCC0611,653.59,2020-01-14
CCC0611,612.46,2020-01-15
CCC0611,687.12,2020-01-16
CCC0611,717.99,2020-01-17
CCC0611,246.54,2020-01-18
CCC0611,232.86,2020-01-19
CCC0611,641.75,2020-01-20
CCC0611,695.73,2020-01-21
CCC0611,699.45,2020-01-22
CCC0611,718.03,2020-01-23
CCC0611,727.26,2020-01-24
CCC0611,322.7,2020-01-25
CCC0611,227.91,2020-01-26
CCC0611,637.59,2020-01-27
CCC0611,669.68,2020-01-28
CCC0611,623.76,2020-01-29
CCC0611,694.72,2020-01-30
CCC0611,568.4,2020-01-31
CCC0611,220.89,2020-02-01
CCC0611,217.25,2020-02-02
CCC0611,619.3,2020-02-03
CCC0611,743.54,2020-02-04
CCC0611,779.99,2020-02-05
CCC0611,909.12,2020-02-06
CCC0611,817.19,2020-02-07
CCC0611,217.65,2020-02-08
CCC0611,212.03,2020-02-09
CCC0611,641.85,2020-02-10
CCC0611,680.91,2020-02-11
CCC0611,681.67,2020-02-12
CCC0611,700.91,2020-02-13
CCC0611,685.91,2020-02-14
CCC0611,227.56,2020-02-15
CCC0611,222.72,2020-02-16
CCC0611,649.74,2020-02-17
CCC0611,585,2020-02-18
CCC0611,639.64,2020-02-19
CCC0611,682.04,2020-02-20
CCC0611,691.48,2020-02-21
CCC0611,256.55,2020-02-22
CCC0611,214.88,2020-02-23
CCC0611,559.67,2020-02-24
CCC0611,577.84,2020-02-25
CCC0611,646.26,2020-02-26
CCC0611,861.83,2020-02-27
CCC0611,660.32,2020-02-28
CCC0611,254.82,2020-02-29
CCC0611,311.14,2020-03-01
CCC0611,628.07,2020-03-02
CCC0611,623.58,2020-03-03
CCC0611,554.78,2020-03-04
CCC0611,646.17,2020-03-05
CCC0611,642.48,2020-03-06
CCC0611,258.75,2020-03-07
CCC0611,248.29,2020-03-08
CCC0611,574.79,2020-03-09
CCC0611,621.93,2020-03-10
CCC0611,804.5,2020-03-11
CCC0611,732.95,2020-03-12
CCC0611,670.31,2020-03-13
CCC0611,320.16,2020-03-14
CCC0611,266.96,2020-03-15
CCC0611,567.56,2020-03-16
CCC0611,685.36,2020-03-17
CCC0611,758.31,2020-03-18
CCC0611,691.1,2020-03-19
CCC0611,790.08,2020-03-20
CCC0611,387.17,2020-03-21
CCC0611,323.1,2020-03-22
CCC0611,651.92,2020-03-23
CCC0611,443.79,2020-03-24
CCC0611,753.87,2020-03-25
CCC0611,626.68,2020-03-26
CCC0611,669.05,2020-03-27
CCC0611,392.8,2020-03-28
CCC0611,479.16,2020-03-29
CCC0611,586.61,2020-03-30
CCC0611,650.87,2020-03-31
CCC0611,555.22,2020-04-01
CCC0611,518.31,2020-04-02
CCC0611,603.47,2020-04-03
CCC0611,223.79,2020-04-04
CCC0611,219.39,2020-04-05
CCC0611,526.05,2020-04-06
CCC0611,565.85,2020-04-07
CCC0611,565.15,2020-04-08
CCC0611,509.39,2020-04-09
CCC0611,503.56,2020-04-10
CCC0611,215.31,2020-04-11
CCC0611,237.29,2020-04-12
CCC0611,551.72,2020-04-13
CCC0611,535.2,2020-04-14
CCC0611,578.83,2020-04-15
CCC0611,594.3,2020-04-16
CCC0611,484.72,2020-04-17
CCC0611,249.53,2020-04-18
CCC0611,225.82,2020-04-19
CCC0611,579.01,2020-04-20
CCC0611,560.67,2020-04-21
CCC0611,619.3,2020-04-22
CCC0611,609.56,2020-04-23
CCC0611,530.68,2020-04-24
CCC0611,217.75,2020-04-25
CCC0611,215.97,2020-04-26
CCC0611,534.03,2020-04-27
CCC0611,625.86,2020-04-28
CCC0611,674.78,2020-04-29
CCC0611,664.79,2020-04-30
CCC0611,612.65,2020-05-01
CCC0611,286.33,2020-05-02
CCC0611,276.21,2020-05-03
CCC0611,851.1,2020-05-04
CCC0611,879.3,2020-05-05
CCC0611,701.84,2020-05-06
CCC0611,678.78,2020-05-07
CCC0611,741.67,2020-05-08
CCC0611,162.22,2020-05-09
CCC0611,148.15,2020-05-10
CCC0611,545.01,2020-05-11
CCC0611,572.28,2020-05-12
CCC0611,616.17,2020-05-13
CCC0611,639.28,2020-05-14
CCC0611,628.79,2020-05-15
CCC0611,248.4,2020-05-16
CCC0611,247.25,2020-05-17
CCC0611,643.39,2020-05-18
CCC0611,687.82,2020-05-19
CCC0611,716.55,2020-05-20
CCC0611,699.83,2020-05-21
CCC0611,635.73,2020-05-22
CCC0611,507.79,2020-05-23
CCC0611,254.26,2020-05-24
CCC0611,277.98,2020-05-25
CCC0611,686.73,2020-05-26
CCC0611,674.94,2020-05-27
CCC0611,795.16,2020-05-28
CCC0611,790.62,2020-05-29
CCC0611,260.2,2020-05-30
CCC0611,263.88,2020-05-31
CCC0611,664.55,2020-06-01
CCC0611,736.29,2020-06-02
CCC0611,809.57,2020-06-03
CCC0611,725.93,2020-06-04
CCC0611,788.68,2020-06-05
CCC0611,303.32,2020-06-06
CCC0611,273.75,2020-06-07
CCC0611,831.83,2020-06-08
CCC0611,863.5,2020-06-09
CCC0611,772.14,2020-06-10
CCC0611,811.21,2020-06-11
CCC0611,803.05,2020-06-12
CCC0611,421.18,2020-06-13
CCC0611,361.9,2020-06-14
CCC0611,809.84,2020-06-15
CCC0611,804.79,2020-06-16
CCC0611,803.62,2020-06-17
CCC0611,852.79,2020-06-18
CCC0611,709.15,2020-06-19
CCC0611,0,2020-06-20
CCC0611,0,2020-06-21
CCC0611,0,2020-06-22
CCC0611,0,2020-06-23
CCC0611,100.52,2020-06-24
CCC0611,804.25,2020-06-25
CCC0611,780.05,2020-06-26
CCC0611,334.4,2020-06-27
CCC0611,286.86,2020-06-28
CCC0611,690.41,2020-06-29
CCC0611,712.83,2020-06-30
CCC0611,745.96,2020-07-01
CCC0611,734.97,2020-07-02
CCC0611,502.99,2020-07-03
CCC0611,458.1,2020-07-04
CCC0611,457.56,2020-07-05
CCC0611,688.33,2020-07-06
CCC0611,693.17,2020-07-07
CCC0611,818.92,2020-07-08
CCC0611,826.65,2020-07-09
CCC0611,858.85,2020-07-10
CCC0611,328.12,2020-07-11
CCC0611,334.4,2020-07-12
CCC0611,825.53,2020-07-13
CCC0611,838.73,2020-07-14
CCC0611,837.69,2020-07-15
CCC0611,838.51,2020-07-16
CCC0611,912.64,2020-07-17
CCC0611,379.77,2020-07-18
CCC0611,310.97,2020-07-19
CCC0611,804.78,2020-07-20
CCC0611,889.89,2020-07-21
CCC0611,859.5,2020-07-22
CCC0611,805.13,2020-07-23
CCC0611,789.1,2020-07-24
CCC0611,361.58,2020-07-25
CCC0611,302.09,2020-07-26
CCC0611,673.88,2020-07-27
CCC0611,734.15,2020-07-28
CCC0611,782.99,2020-07-29
CCC0611,854.09,2020-07-30
CCC0611,751.08,2020-07-31
CCC0611,400.76,2020-08-01
CCC0611,404.95,2020-08-02
CCC0611,672.24,2020-08-03
CCC0611,821.95,2020-08-04
CCC0611,795.2,2020-08-05
CCC0611,797.05,2020-08-06
CCC0611,899.38,2020-08-07
CCC0611,566.67,2020-08-08
CCC0611,438,2020-08-09
CCC0611,970.95,2020-08-10
CCC0611,921.4,2020-08-11
CCC0611,933.71,2020-08-12
CCC0611,845.03,2020-08-13
CCC0611,857.48,2020-08-14
CCC0611,451.27,2020-08-15
CCC0611,449.99,2020-08-16
CCC0611,807.78,2020-08-17
CCC0611,779.51,2020-08-18
CCC0611,866.68,2020-08-19
CCC0611,874.02,2020-08-20
CCC0611,794.72,2020-08-21
CCC0611,355.29,2020-08-22
CCC0611,219.19,2020-08-23
CCC0611,768.08,2020-08-24
CCC0611,860.4,2020-08-25
CCC0611,916.04,2020-08-26
CCC0611,890.36,2020-08-27
CCC0611,856.3,2020-08-28
CCC0611,543.45,2020-08-29
CCC0611,541.27,2020-08-30
CCC0611,913.32,2020-08-31
CCC0611,808.05,2020-09-01
CCC0611,825.63,2020-09-02
CCC0611,769.9,2020-09-03
CCC0611,819.86,2020-09-04
CCC0611,413.3,2020-09-05
CCC0611,444.56,2020-09-06
CCC0611,497.83,2020-09-07
CCC0611,873.69,2020-09-08
CCC0611,910.86,2020-09-09
CCC0611,804.97,2020-09-10
CCC0611,702.16,2020-09-11
CCC0611,333.78,2020-09-12
CCC0611,341.37,2020-09-13
CCC0611,787.02,2020-09-14
CCC0611,882.22,2020-09-15
CCC0611,885.51,2020-09-16
CCC0611,1023.58,2020-09-17
CCC0611,835.73,2020-09-18
CCC0611,387.37,2020-09-19
CCC0611,386.28,2020-09-20
CCC0611,822.68,2020-09-21
CCC0611,835,2020-09-22
CCC0611,781.1,2020-09-23
CCC0611,743.84,2020-09-24
CCC0611,743.12,2020-09-25
CCC0611,449.17,2020-09-26
CCC0611,337.63,2020-09-27
CCC0611,722.06,2020-09-28
CCC0611,882.43,2020-09-29
CCC0611,772.76,2020-09-30
CCC0611,733.14,2020-10-01
CCC0611,750.03,2020-10-02
CCC0611,353.1,2020-10-03
CCC0611,333.04,2020-10-04
CCC0611,730.43,2020-10-05
CCC0611,771.09,2020-10-06
CCC0611,755.58,2020-10-07
CCC0611,805.91,2020-10-08
CCC0611,758.56,2020-10-09
CCC0611,300.06,2020-10-10
CCC0611,309.15,2020-10-11
CCC0611,852.54,2020-10-12
CCC0611,866.54,2020-10-13
CCC0611,754.84,2020-10-14
CCC0611,754.24,2020-10-15
CCC0611,532.48,2020-10-16
CCC0611,409.41,2020-10-17
CCC0611,433.9,2020-10-18
CCC0611,748.39,2020-10-19
CCC0611,706.69,2020-10-20
CCC0611,737.14,2020-10-21
CCC0611,802.57,2020-10-22
CCC0611,624.26,2020-10-23
CCC0611,293.18,2020-10-24
CCC0611,292.68,2020-10-25
CCC0611,639.69,2020-10-26
CCC0611,781.42,2020-10-27
CCC0611,832.42,2020-10-28
CCC0611,823.88,2020-10-29
CCC0611,744.93,2020-10-30
CCC0611,406.51,2020-10-31
CCC0611,447.62,2020-11-01
CCC0611,853.41,2020-11-02
CCC0611,761.81,2020-11-03
CCC0611,807.8,2020-11-04
CCC0611,764.59,2020-11-05
CCC0611,830.48,2020-11-06
CCC0611,353.48,2020-11-07
CCC0611,351.67,2020-11-08
CCC0611,724.9,2020-11-09
CCC0611,804.68,2020-11-10
CCC0611,668.85,2020-11-11
CCC0611,779.06,2020-11-12
CCC0611,757.35,2020-11-13
CCC0611,371.91,2020-11-14
CCC0611,322.95,2020-11-15
CCC0611,768.33,2020-11-16
CCC0611,809.43,2020-11-17
CCC0611,687.37,2020-11-18
CCC0611,716.98,2020-11-19
CCC0611,120.85,2020-11-20
,,2019-11-01
,,2019-11-02
,,2019-11-03
,,2019-11-04
,,2019-11-05
,,2019-11-06
,,2019-11-07
,,2019-11-08
,,2019-11-09
,,2019-11-10
,,2019-11-11
,,2019-11-12
,,2019-11-13
,,2019-11-14
,,2019-11-15
,,2019-11-16
,,2019-11-17
,,2019-11-18
,,2019-11-19
,,2019-11-20
,,2019-11-21
,,2019-11-22
,,2019-11-23
,,2019-11-24
,,2019-11-25
,,2019-11-26
,,2019-11-27
,,2019-11-28
,,2019-11-29
,,2019-11-30
,,2019-12-01
,,2019-12-02
,,2019-12-03
,,2019-12-04
,,2019-12-05
CCC1140,249.2,2019-12-06
CCC1140,62.36,2019-12-07
CCC1140,32.13,2019-12-08
CCC1140,301.44,2019-12-09
CCC1140,359.52,2019-12-10
CCC1140,242.83,2019-12-11
CCC1140,281.6,2019-12-12
CCC1140,331.91,2019-12-13
CCC1140,74.34,2019-12-14
CCC1140,51.57,2019-12-15
CCC1140,271.51,2019-12-16
CCC1140,321.48,2019-12-17
CCC1140,278.77,2019-12-18
CCC1140,282.41,2019-12-19
CCC1140,329.01,2019-12-20
CCC1140,33.41,2019-12-21
CCC1140,33.35,2019-12-22
CCC1140,203.84,2019-12-23
CCC1140,275.71,2019-12-24
CCC1140,36.3,2019-12-25
CCC1140,257.86,2019-12-26
CCC1140,264.5,2019-12-27
CCC1140,81.49,2019-12-28
CCC1140,43.88,2019-12-29
CCC1140,242.62,2019-12-30
CCC1140,200.04,2019-12-31
CCC1140,36.31,2020-01-01
CCC1140,186.91,2020-01-02
CCC1140,235.57,2020-01-03
CCC1140,34.03,2020-01-04
CCC1140,34.22,2020-01-05
CCC1140,248.29,2020-01-06
CCC1140,282.73,2020-01-07
CCC1140,286.52,2020-01-08
CCC1140,300.2,2020-01-09
CCC1140,279.53,2020-01-10
CCC1140,60.23,2020-01-11
CCC1140,35.54,2020-01-12
CCC1140,258.78,2020-01-13
CCC1140,257.4,2020-01-14
CCC1140,305.02,2020-01-15
CCC1140,325.12,2020-01-16
CCC1140,241.89,2020-01-17
CCC1140,61.06,2020-01-18
CCC1140,35.23,2020-01-19
CCC1140,277.95,2020-01-20
CCC1140,277.05,2020-01-21
CCC1140,242.85,2020-01-22
CCC1140,304.18,2020-01-23
CCC1140,261.7,2020-01-24
CCC1140,89.64,2020-01-25
CCC1140,36.6,2020-01-26
CCC1140,256.13,2020-01-27
CCC1140,290.65,2020-01-28
CCC1140,320.81,2020-01-29
CCC1140,317.78,2020-01-30
CCC1140,297.29,2020-01-31
CCC1140,37.77,2020-02-01
CCC1140,35.87,2020-02-02
CCC1140,251.1,2020-02-03
CCC1140,310.84,2020-02-04
CCC1140,278.97,2020-02-05
CCC1140,325.44,2020-02-06
CCC1140,306.82,2020-02-07
CCC1140,35.69,2020-02-08
CCC1140,36.26,2020-02-09
CCC1140,217.1,2020-02-10
CCC1140,290.13,2020-02-11
CCC1140,230.82,2020-02-12
CCC1140,296.52,2020-02-13
CCC1140,238.31,2020-02-14
CCC1140,48.45,2020-02-15
CCC1140,35.03,2020-02-16
CCC1140,294.8,2020-02-17
CCC1140,261.07,2020-02-18
CCC1140,289.23,2020-02-19
CCC1140,325.4,2020-02-20
CCC1140,254.55,2020-02-21
CCC1140,132.35,2020-02-22
CCC1140,69.39,2020-02-23
CCC1140,255.88,2020-02-24
CCC1140,310.5,2020-02-25
CCC1140,284.66,2020-02-26
CCC1140,264.27,2020-02-27
CCC1140,230.57,2020-02-28
CCC1140,55.24,2020-02-29
CCC1140,41.68,2020-03-01
CCC1140,176.67,2020-03-02
CCC1140,238.72,2020-03-03
CCC1140,282.3,2020-03-04
CCC1140,267.52,2020-03-05
CCC1140,261.98,2020-03-06
CCC1140,41.36,2020-03-07
CCC1140,48.89,2020-03-08
CCC1140,255.77,2020-03-09
CCC1140,261.82,2020-03-10
CCC1140,238.82,2020-03-11
CCC1140,238.48,2020-03-12
CCC1140,258.18,2020-03-13
CCC1140,34.88,2020-03-14
CCC1140,34,2020-03-15
CCC1140,222.11,2020-03-16
CCC1140,247.96,2020-03-17
CCC1140,277.5,2020-03-18
CCC1140,250.69,2020-03-19
CCC1140,209.09,2020-03-20
CCC1140,43.49,2020-03-21
CCC1140,33.82,2020-03-22
CCC1140,225.65,2020-03-23
CCC1140,235,2020-03-24
CCC1140,231.28,2020-03-25
CCC1140,188.14,2020-03-26
CCC1140,187.04,2020-03-27
CCC1140,37.9,2020-03-28
CCC1140,37.5,2020-03-29
CCC1140,197.29,2020-03-30
CCC1140,148.66,2020-03-31
CCC1140,159.89,2020-04-01
CCC1140,140.16,2020-04-02
CCC1140,142.79,2020-04-03
CCC1140,37.91,2020-04-04
CCC1140,37.51,2020-04-05
CCC1140,159.55,2020-04-06
CCC1140,124.14,2020-04-07
CCC1140,150.3,2020-04-08
CCC1140,140.9,2020-04-09
CCC1140,120.56,2020-04-10
CCC1140,32.46,2020-04-11
CCC1140,31.24,2020-04-12
CCC1140,199.88,2020-04-13
CCC1140,181.66,2020-04-14
CCC1140,201.03,2020-04-15
CCC1140,148.02,2020-04-16
CCC1140,124.4,2020-04-17
CCC1140,42.29,2020-04-18
CCC1140,34.86,2020-04-19
CCC1140,65.01,2020-04-20
CCC1140,143.83,2020-04-21
CCC1140,179.02,2020-04-22
CCC1140,177.98,2020-04-23
CCC1140,186.5,2020-04-24
CCC1140,35.3,2020-04-25
CCC1140,34.52,2020-04-26
CCC1140,116.32,2020-04-27
CCC1140,226.92,2020-04-28
CCC1140,242.07,2020-04-29
CCC1140,195.77,2020-04-30
CCC1140,118.61,2020-05-01
CCC1140,35.23,2020-05-02
CCC1140,34.61,2020-05-03
CCC1140,315.07,2020-05-04
CCC1140,324.44,2020-05-05
CCC1140,188.63,2020-05-06
CCC1140,226.58,2020-05-07
CCC1140,244.66,2020-05-08
CCC1140,213.51,2020-05-09
CCC1140,54.56,2020-05-10
CCC1140,203.45,2020-05-11
CCC1140,317.28,2020-05-12
CCC1140,234.41,2020-05-13
CCC1140,242.5,2020-05-14
CCC1140,221.24,2020-05-15
CCC1140,65.42,2020-05-16
CCC1140,38.77,2020-05-17
CCC1140,96.87,2020-05-18
CCC1140,237.12,2020-05-19
CCC1140,215.54,2020-05-20
CCC1140,157.9,2020-05-21
CCC1140,83.83,2020-05-22
CCC1140,32.15,2020-05-23
CCC1140,33.8,2020-05-24
CCC1140,48.76,2020-05-25
CCC1140,170.22,2020-05-26
CCC1140,286.48,2020-05-27
CCC1140,325.35,2020-05-28
CCC1140,341.61,2020-05-29
CCC1140,164.36,2020-05-30
CCC1140,42.14,2020-05-31
CCC1140,234.88,2020-06-01
CCC1140,295.32,2020-06-02
CCC1140,251.1,2020-06-03
CCC1140,323.05,2020-06-04
CCC1140,315.82,2020-06-05
CCC1140,64.03,2020-06-06
CCC1140,55.54,2020-06-07
CCC1140,155.65,2020-06-08
CCC1140,150.26,2020-06-09
CCC1140,287.12,2020-06-10
CCC1140,331.59,2020-06-11
CCC1140,122.97,2020-06-12
CCC1140,109.73,2020-06-13
CCC1140,39.38,2020-06-14
CCC1140,157.5,2020-06-15
CCC1140,306.8,2020-06-16
CCC1140,310.75,2020-06-17
CCC1140,378.66,2020-06-18
CCC1140,280.84,2020-06-19
CCC1140,59.24,2020-06-20
CCC1140,56.01,2020-06-21
CCC1140,233.2,2020-06-22
CCC1140,323.08,2020-06-23
CCC1140,367.5,2020-06-24
CCC1140,403.58,2020-06-25
CCC1140,394.14,2020-06-26
CCC1140,272.87,2020-06-27
CCC1140,58.69,2020-06-28
CCC1140,300.02,2020-06-29
CCC1140,281.73,2020-06-30
CCC1140,317.02,2020-07-01
CCC1140,371.86,2020-07-02
CCC1140,60.93,2020-07-03
CCC1140,53.89,2020-07-04
CCC1140,55.5,2020-07-05
CCC1140,321.7,2020-07-06
CCC1140,184.72,2020-07-07
CCC1140,323.95,2020-07-08
CCC1140,294.49,2020-07-09
CCC1140,297.71,2020-07-10
CCC1140,113.86,2020-07-11
CCC1140,69.99,2020-07-12
CCC1140,307.4,2020-07-13
CCC1140,418.28,2020-07-14
CCC1140,394.38,2020-07-15
CCC1140,342.21,2020-07-16
CCC1140,316.39,2020-07-17
CCC1140,142.82,2020-07-18
CCC1140,81.53,2020-07-19
CCC1140,349.19,2020-07-20
CCC1140,338.97,2020-07-21
CCC1140,363.56,2020-07-22
CCC1140,325.53,2020-07-23
CCC1140,312.67,2020-07-24
CCC1140,79.59,2020-07-25
CCC1140,101.29,2020-07-26
CCC1140,302.56,2020-07-27
CCC1140,373.96,2020-07-28
CCC1140,367.32,2020-07-29
CCC1140,366.96,2020-07-30
CCC1140,371.24,2020-07-31
CCC1140,73.08,2020-08-01
CCC1140,61.91,2020-08-02
CCC1140,331.93,2020-08-03
CCC1140,405.44,2020-08-04
CCC1140,402.6,2020-08-05
CCC1140,364.7,2020-08-06
CCC1140,337.25,2020-08-07
CCC1140,89.38,2020-08-08
CCC1140,58.52,2020-08-09
CCC1140,359.93,2020-08-10
CCC1140,365.95,2020-08-11
CCC1140,347.35,2020-08-12
CCC1140,358.78,2020-08-13
CCC1140,319.44,2020-08-14
CCC1140,70.35,2020-08-15
CCC1140,72.97,2020-08-16
CCC1140,404.74,2020-08-17
CCC1140,490.13,2020-08-18
CCC1140,407.83,2020-08-19
CCC1140,333.85,2020-08-20
CCC1140,312.86,2020-08-21
CCC1140,140.1,2020-08-22
CCC1140,82.97,2020-08-23
CCC1140,379.35,2020-08-24
CCC1140,403.47,2020-08-25
CCC1140,369.01,2020-08-26
CCC1140,358.64,2020-08-27
CCC1140,320.78,2020-08-28
CCC1140,116.18,2020-08-29
CCC1140,60.49,2020-08-30
CCC1140,305.91,2020-08-31
CCC1140,294.07,2020-09-01
CCC1140,339.6,2020-09-02
CCC1140,349.13,2020-09-03
CCC1140,337.47,2020-09-04
CCC1140,59.13,2020-09-05
CCC1140,63.04,2020-09-06
CCC1140,72.16,2020-09-07
CCC1140,347.57,2020-09-08
CCC1140,333.69,2020-09-09
CCC1140,308.38,2020-09-10
CCC1140,340.15,2020-09-11
CCC1140,140.71,2020-09-12
CCC1140,35.8,2020-09-13
CCC1140,252.25,2020-09-14
CCC1140,269.89,2020-09-15
CCC1140,284.96,2020-09-16
CCC1140,281.32,2020-09-17
CCC1140,244.44,2020-09-18
CCC1140,38.25,2020-09-19
CCC1140,67.33,2020-09-20
CCC1140,198.14,2020-09-21
CCC1140,297.66,2020-09-22
CCC1140,252.85,2020-09-23
CCC1140,275.94,2020-09-24
CCC1140,299.43,2020-09-25
CCC1140,103.18,2020-09-26
CCC1140,42.94,2020-09-27
CCC1140,330.63,2020-09-28
CCC1140,302.97,2020-09-29
CCC1140,344.57,2020-09-30
CCC1140,261.77,2020-10-01
CCC1140,330.91,2020-10-02
CCC1140,41.8,2020-10-03
CCC1140,42.01,2020-10-04
CCC1140,279.55,2020-10-05
CCC1140,284.75,2020-10-06
CCC1140,273.41,2020-10-07
CCC1140,290.34,2020-10-08
CCC1140,221.33,2020-10-09
CCC1140,63.93,2020-10-10
CCC1140,30.71,2020-10-11
CCC1140,222.99,2020-10-12
CCC1140,281.35,2020-10-13
CCC1140,252.73,2020-10-14
CCC1140,260.45,2020-10-15
CCC1140,295.47,2020-10-16
CCC1140,103.08,2020-10-17
CCC1140,50.94,2020-10-18
CCC1140,265.26,2020-10-19
CCC1140,286.12,2020-10-20
CCC1140,260.28,2020-10-21
CCC1140,310.29,2020-10-22
CCC1140,263.34,2020-10-23
CCC1140,121.09,2020-10-24
CCC1140,35.31,2020-10-25
CCC1140,262.33,2020-10-26
CCC1140,258.41,2020-10-27
CCC1140,224.19,2020-10-28
CCC1140,263.76,2020-10-29
CCC1140,288.9,2020-10-30
CCC1140,71.61,2020-10-31
CCC1140,55.92,2020-11-01
CCC1140,223.92,2020-11-02
CCC1140,266.09,2020-11-03
CCC1140,345.6,2020-11-04
CCC1140,403.19,2020-11-05
CCC1140,277.3,2020-11-06
CCC1140,53.86,2020-11-07
CCC1140,31.5,2020-11-08
CCC1140,240.54,2020-11-09
CCC1140,250.77,2020-11-10
CCC1140,276.29,2020-11-11
CCC1140,246.15,2020-11-12
CCC1140,267.91,2020-11-13
CCC1140,96.99,2020-11-14
CCC1140,46.42,2020-11-15
CCC1140,233.34,2020-11-16
CCC1140,221.53,2020-11-17
CCC1140,300.18,2020-11-18
CCC1140,232.66,2020-11-19
CCC1140,10.09,2020-11-20
,,2019-11-01
,,2019-11-02
,,2019-11-03
,,2019-11-04
,,2019-11-05
,,2019-11-06
,,2019-11-07
,,2019-11-08
,,2019-11-09
,,2019-11-10
,,2019-11-11
,,2019-11-12
,,2019-11-13
,,2019-11-14
,,2019-11-15
,,2019-11-16
,,2019-11-17
,,2019-11-18
,,2019-11-19
,,2019-11-20
,,2019-11-21
,,2019-11-22
,,2019-11-23
,,2019-11-24
,,2019-11-25
,,2019-11-26
,,2019-11-27
,,2019-11-28
,,2019-11-29
,,2019-11-30
,,2019-12-01
,,2019-12-02
,,2019-12-03
,,2019-12-04
,,2019-12-05
CCC2044,260.27,2019-12-06
CCC2044,25.42,2019-12-07
CCC2044,23.97,2019-12-08
CCC2044,215.81,2019-12-09
CCC2044,264.93,2019-12-10
CCC2044,304.71,2019-12-11
CCC2044,324.7,2019-12-12
CCC2044,321.07,2019-12-13
CCC2044,155.97,2019-12-14
CCC2044,63.85,2019-12-15
CCC2044,315.16,2019-12-16
CCC2044,263.92,2019-12-17
CCC2044,276.85,2019-12-18
CCC2044,329.21,2019-12-19
CCC2044,322.14,2019-12-20
CCC2044,158.13,2019-12-21
CCC2044,29.5,2019-12-22
CCC2044,311.59,2019-12-23
CCC2044,252.98,2019-12-24
CCC2044,90.7,2019-12-25
CCC2044,261.78,2019-12-26
CCC2044,296.33,2019-12-27
CCC2044,163.24,2019-12-28
CCC2044,25.76,2019-12-29
CCC2044,229.19,2019-12-30
CCC2044,196.37,2019-12-31
CCC2044,221.98,2020-01-01
CCC2044,307.22,2020-01-02
CCC2044,267.45,2020-01-03
CCC2044,214.16,2020-01-04
CCC2044,22.08,2020-01-05
CCC2044,283.01,2020-01-06
CCC2044,275.72,2020-01-07
CCC2044,361.96,2020-01-08
CCC2044,314.2,2020-01-09
CCC2044,311,2020-01-10
CCC2044,52.97,2020-01-11
CCC2044,35.7,2020-01-12
CCC2044,261.4,2020-01-13
CCC2044,278.81,2020-01-14
CCC2044,258.53,2020-01-15
CCC2044,297.75,2020-01-16
CCC2044,265.15,2020-01-17
CCC2044,82.22,2020-01-18
CCC2044,53.99,2020-01-19
CCC2044,247.03,2020-01-20
CCC2044,314.55,2020-01-21
CCC2044,347.56,2020-01-22
CCC2044,375.61,2020-01-23
CCC2044,232.93,2020-01-24
CCC2044,40.7,2020-01-25
CCC2044,40.14,2020-01-26
